"Datums","Sasniedzamais rezultāts","Uzdots","Temats","Kopsavilkums"
"7.04.2026","Kopsavilkums par trijstūriem. Vienādsānu un vienādmalu trijstūri.
SR: Zina trijstūra īpašības, zina vienādsānu un vienādmalu trijstūru īpašības, lieto tās uzdevumu risināšanā un pierādījuma uzdevumos.","Darba lapas: 1. lapa 4. un 5. sasniedamā rezultāta uzdevumi, 2. darba lapa 7.1. 7.2, 7.4, 8.1, 9.2 Ja ir vēlme var arī pārējos uzdevumus.
8.04.2026","Vienādsānu un vienādmalu trijstūri.","9.temats"
"8.04.2026","Vienādsānu un vienādmalu trijstūri.
SR: Zina trijstūra īpašības, zina vienādsānu un vienādmalu trijstūru īpašības, lieto tās uzdevumu risināšanā un pierādījuma uzdevumos.Prot uzkonstruēt nogriežņa vidusperpendikulu un leņķa bisektrisi.",,"Vienādsānu un vienādmalu trijstūri.","9.temats"
"8.04.2026","Kopsavilkums par trijstūriem. Vienādsānu un vienādmalu trijstūri.
SR: Zina trijstūra īpašības, zina vienādsānu un vienādmalu trijstūru īpašības, lieto tās uzdevumu risināšanā un pierādījuma uzdevumos.",,"Vienādsānu un vienādmalu trijstūri.","9.temats"
"13.04.2026","Pakāpes.
SR: Zina, ko nozīmē kāpināt pozitīvu skaitli, negatīvu skaitli, daļu dažādās pakāpēs.Zina jēdzienus: pakāpe, kāpinātājs, bāze.",,"Pakāpju īpašības.","10.temats"
"13.04.2026","Uzdevumu risināšana par kāpināšanu.
SR: Prot kāpināt pozitīvus un negatīvus skaitļus ar naturālu kāpinātāju. Zina darbību secību, ievēro to uzdevumu risināšanā.","Pabeigt Mācību grāmatas 3. līdz 12. uzdevumus 245., 246.lpp
14.04.2026","Pakāpju īpašības.","10.temats"
"14.04.2026","Pakāpju īpašības.
SR: Zina un lieto uzdevumu risināšanā pakāpju īpašības.",,"Pakāpju īpašības.","10.temats"
"14.04.2026","Pakāpju īpašības.
SR: Zina un lieto uzdevumu risināšanā pakāpju īpašības.","Iemācīties pakāpju īpašības. 260.lpp 4. uzdevums.
20.04.2026","Pakāpju īpašības.","10.temats"
"20.04.2026","Pāreja uz vienādām bāzēm, pakāpju īpašību lietošana.
SR: Prot pāriet uz vienādām bāzēm vai vienādiem kāpinātājiem,zina un lieto pakāpju īpašības uzdevumu risināšanā.",,"Pakāpju īpašības.","10.temats"
"20.04.2026","Pakāpju reizināšāna, dalīšana, kāpināšana ( kāpinātājs vesels, nenegatīvs skaitlis).
SR: Zina un lieto pakāpju īpašības, prot pāriet uz vienādām bāzēm, prot pārveidot un uzrakstīt pakāpi vajadzīgajā formā.","252.lpp 28.,30.,32. uzdevumi. Gaidu pārbaudes darba kļūdu labojumus ( tiem, kuriem vēl nav ).
21.04.2026","Pakāpju īpašības.","10.temats"
"21.04.2026","Pakāpe ar veselu kāpinātāju.
SR: Prot skaitļus un monomus kāpināt gan nenegatīvā, gan negatīvā kāpinātājā.Lieto darbības ar pakāpēm.","256.lpp pabeigt 36. uzdevumu un 37., 39. uzdevumi.
22.04.2026","Pakāpju īpašības.","10.temats"
"21.04.2026","Patstāvīgais darbs par kāpināšanu. Pakāpe ar veselu kāpinātāju.
SR: Prot skaitļus un monomus kāpināt gan nenegatīvā, gan negatīvā kāpinātājā.Lieto darbības ar pakāpēm.",,"Pakāpju īpašības.","10.temats"
"22.04.2026","Pakāpe ar veselu kāpinātāju.
SR: Prot skaitļus un monomus kāpināt gan nenegatīvā, gan negatīvā kāpinātājā.Lieto darbības ar pakāpēm. Prot pāriet uz vienādām bāzēm.",,"Pakāpju īpašības.","10.temats"
"22.04.2026","Pakāpe ar veselu kāpinātāju.
SR: Prot skaitļus un monomus kāpināt gan nenegatīvā, gan negatīvā kāpinātājā.Lieto darbības ar pakāpēm. Prot pāriet uz vienādām bāzēm.","256.lpp 40.,41.,42. uzdevumi.
27.04.2026","Pakāpju īpašības.","10.temats"
"27.04.2026","Visas darbības ar pakāpēm.
SR: Prot pāriet uz vienādām bāzēm, lieto pakāpju īpašibas, prot kāpināt skaitlis kas un algebriskas izteiksmes.","Darba lapa - atkārtojums. Gatavošanās noslēguma pārbaudes darbam. Uzdevumi.lv risina, cik kuram vēlēšanās un spēks. Lai veicas noslēguma darbā.:)
28.04.2026","Pakāpju īpašības.","10.temats"
"27.04.2026","Visas darbības ar pakāpēm.
SR: Prot pāriet uz vienādām bāzēm, lieto pakāpju īpašibas, prot kāpināt skaitlis kas un algebriskas izteiksmes.",,"Pakāpju īpašības.","10.temats"
"11.05.2026","Noslēguma pārbaudes darbs.
SR: lieto kombinatorikas likumus; zina kopas elementus; lieto zināšanas par plaknes figūrām un to īpašībām; veido un lasa dažādus lineāras funkcijas attēlojumus, pāriet no vienas attēlojuma formas uz citu; nosaka trijstūra eksistenci.; pierāda figūru īpašības; aprēķina figūru lielumus; lieto sakarības, kuras pastāv starp malām un leņķiem trijstūros; lieto leņķu pie trīs taisnēm īpašības.; lieto trijstūra leņķu summu; atrisina lineārus vienādojumus un nevien.",,"Pakāpju īpašības.","10.temats"
"11.05.2026","Visas darbības ar pakāpēm.
SR: Prot pāriet uz vienādām bāzēm, lieto pakāpju īpašibas, prot kāpināt skaitlis kas un algebriskas izteiksmes.","257.lpp 44. uzdevums.
12.05.2026","Pakāpju īpašības.","10.temats"
"12.05.2026","Darbības ar pakāpēm.
SR: Prot kāpināt skaitli, reizinājumu, dalījumu, pakāpi. Prot kāpināt veselā kāpinātājā. Lieto pakāpju īpašības.",,"Pakāpju īpašības.","10.temats"
"12.05.2026","Darbības ar pakāpēm.
SR: Prot kāpināt skaitli, reizinājumu, dalījumu, pakāpi. Prot kāpināt veselā kāpinātājā. Lieto pakāpju īpašības.","Pielikumā.
 majas_darbs.docx
13.05.2026","Pakāpju īpašības.","10.temats"
"13.05.2026","Patstāvīgais darbs:Pakāpju īpašības. Skaitļa normālforma.
SE: Lieto pakāpju īpašības, aprēķinot skaitlisko vērtību vai vienkāršojot algebrisku izteiksmi. Zina, kas ir skaitļa normālforma, prot skaitli uzrakstīt normālformā.",,"Pakāpju īpašības.","10.temats"
"13.05.2026","Skaitļa normālforma.
SE:Zina, kas ir skaitļa normālforma, prot skaitli uzrakstīt normālformā. Prot pāriet no vienas skaitļa formas uz otru.","258.lp 53., 55. uzdevumi, 261.lpp 9. uzdevums.
18.05.2026","Pakāpju īpašības.","10.temats"
"18.05.2026","Skaitļa normālforma.
SE:Zina, kas ir skaitļa normālforma, prot skaitli uzrakstīt normālformā. Prot pāriet no vienas skaitļa formas uz otru.",,"Pakāpju īpašības.","10.temats"
"18.05.2026","Darbības ar pakāpēm.
SR: Prot kāpināt skaitli, reizinājumu, dalījumu, pakāpi. Prot kāpināt veselā kāpinātājā. Lieto pakāpju īpašības.",,"Pakāpju īpašības.","10.temats"
"19.05.2026","Skaitļa normālforma.Reizināšana un dalīšana ar skaitļiem normālformā.
SE:Zina, kas ir skaitļa normālforma, prot skaitli uzrakstīt normālformā. Prot pāriet no vienas skaitļa formas uz otru.Prot sareizināt un izdalīt skaitļus normālformā.",,"Pakāpju īpašības.","10.temats"
"19.05.2026","Skaitļa normālforma.Reizināšana un dalīšana ar skaitļiem normālformā. Kopsavilkums par pakāpēm un darbībām ar tām.
SE:Zina, kas ir skaitļa normālforma, prot skaitli uzrakstīt normālformā. Prot pāriet no vienas skaitļa formas uz otru.Prot sareizināt un izdalīt skaitļus normālformā.Lieto pakāpju īpašības, prot kāpināt veselā kāpinātājā.","Darba lapa.
20.05.2026","Pakāpju īpašības.","10.temats"
"20.05.2026","Kopsavilkums par pakāpēm.
SR: Prot kāpināt skaitli un burtu reizinājumu vai dalījumu. Lieto pakāpju īpašības izteiksmes vērtības aprēķināšanā vai vienkāršošanā.Lieto skaitļa normālformu, izpilda darbības ar skaitļiem normālformā.",,"Pakāpju īpašības.","10.temats"
"20.05.2026","Pakāpes.
SR: Prot kāpināt skaitļus veselā kāpinātājā, zina, kas ir skaitļa normālforma, prot uzrakstīt skaitli normālformā, lieto pakāpju īpašības, saīsina daļas, izpilda darbības ar pakāpēm un skaitļiem normālformā.",,"Pakāpju īpašības.","10.temats"
"25.05.2026","Kopsavilkums par pakāpēm.
SR: Prot kāpināt skaitli un burtu reizinājumu vai dalījumu. Lieto pakāpju īpašības izteiksmes vērtības aprēķināšanā vai vienkāršošanā.Lieto skaitļa normālformu, izpilda darbības ar skaitļiem normālformā.",,"Nobeigums.","NA"
"25.05.2026","Kopsavilkums par pakāpēm.
SR: Prot kāpināt skaitli un burtu reizinājumu vai dalījumu. Lieto pakāpju īpašības izteiksmes vērtības aprēķināšanā vai vienkāršošanā.Lieto skaitļa normālformu, izpilda darbības ar skaitļiem normālformā.",,"Nobeigums.","NA"
"26.05.2026","Kopsavilkums par pakāpēm.
SR: Prot kāpināt skaitli un burtu reizinājumu vai dalījumu. Lieto pakāpju īpašības izteiksmes vērtības aprēķināšanā vai vienkāršošanā.Lieto skaitļa normālformu, izpilda darbības ar skaitļiem normālformā.",,"Nobeigums.","NA"
"26.05.2026","Kopsavilkums par pakāpēm.
SR: Prot kāpināt skaitli un burtu reizinājumu vai dalījumu. Lieto pakāpju īpašības izteiksmes vērtības aprēķināšanā vai vienkāršošanā.Lieto skaitļa normālformu, izpilda darbības ar skaitļiem normālformā.",,"Nobeigums.","NA"
"20.05.2026","Gada vērtējums",,"Nobeigums.","NA"
